name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link,specific_category,combined_text,image_name,image_path
"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1199,5999,80,4,47521,"Drivers- These true wireless earbuds have powerful 6mm drivers for an enthralling playback experience|Dual Tone Finish- Its dual tone colours offer an aesthetical edge and define a true listening time|Playback- Airdopes 171 offers a nonstop playback of up to 3H with each charge and an additional 10H playtime with the included charging case|Lightweight- These true wireless earbuds weigh about 4g per each so you may keep them plugged for longer duration with comfort|IP Rating- Airdopes 171 is IPX4 rated for providing resistance against sweat, splash and dust scares.|Bluetooth- boAt Airdopes 171 offers true wireless experience with latest Bluetooth v5.0.|Control- The TWS earbuds offer easy access multifunction button controls with stereo calling feature",https://images.unsplash.com/photo-1615715931938-fb8351222e5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwMzl8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Boat-Airdopes-171-Functionality-Resistance/dp/B086WMSCN3/ref=sr_1_147?qid=1672903002&s=computers&sr=1-147,In-Ear,"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue) Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear Drivers- These true wireless earbuds have powerful 6mm drivers for an enthralling playback experience|Dual Tone Finish- Its dual tone colours offer an aesthetical edge and define a true listening time|Playback- Airdopes 171 offers a nonstop playback of up to 3H with each charge and an additional 10H playtime with the included charging case|Lightweight- These true wireless earbuds weigh about 4g per each so you may keep them plugged for longer duration with comfort|IP Rating- Airdopes 171 is IPX4 rated for providing resistance against sweat, splash and dust scares.|Bluetooth- boAt Airdopes 171 offers true wireless experience with latest Bluetooth v5.0.|Control- The TWS earbuds offer easy access multifunction button controls with stereo calling feature","boAt_Airdopes_171_in_Ear_Bluetooth_True_Wireless_Earbuds_with_Upto_13_Hours_Battery,_IPX4,_Bluetooth.jpg","/content/drive/My Drive/e_shop_images/boAt_Airdopes_171_in_Ear_Bluetooth_True_Wireless_Earbuds_with_Upto_13_Hours_Battery,_IPX4,_Bluetooth.jpg"
Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,399,499,20,4,27201,"Duracell Rechargeable AAA 750mAh batteries stay charged for up to 12 months, when not in use|Unused Duracell Rechargeable AAA 750mAh batteries are guaranteed to last 3 years|Duracell Rechargeable AAA 750mAh batteries come pre-charged, ready to use|Duracell Rechargeable AAA 750mAh batteries can be recharged 100's times|Suited for regularly used devices like wireless mouse or babyphone|They are available in AA 1300mAh and AAA 750mAh sizes|They work in any NiMH charger",https://images.unsplash.com/photo-1706166987740-02c6171a13fe?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwMzl8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Duracell-AAA-750mAh-Rechargeable-Batteries/dp/B003B00484/ref=sr_1_148?qid=1672903002&s=computers&sr=1-148,RechargeableBatteries,"Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4 Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries Duracell Rechargeable AAA 750mAh batteries stay charged for up to 12 months, when not in use|Unused Duracell Rechargeable AAA 750mAh batteries are guaranteed to last 3 years|Duracell Rechargeable AAA 750mAh batteries come pre-charged, ready to use|Duracell Rechargeable AAA 750mAh batteries can be recharged 100's times|Suited for regularly used devices like wireless mouse or babyphone|They are available in AA 1300mAh and AAA 750mAh sizes|They work in any NiMH charger",Duracell_Plus_AAA_Rechargeable_Batteries_(750_mAh)_Pack_of_4.jpg,/content/drive/My Drive/e_shop_images/Duracell_Plus_AAA_Rechargeable_Batteries_(750_mAh)_Pack_of_4.jpg
"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",279,499,44,4,10962,"Superior Stability: Built-in advanced Certified AG6200 IC chip converts HDMI digital signal to VGA analog signal. It is NOT a bi-directional converter and cannot transmit signals from VGA to HDMI.|Compact Design: Tizum HDMI to VGA adapter is compact & lightweight which makes it easy to carry, travel friendly and also saves space on your desk helping it keep clutter free.|High Definition Image Quality: The HDMI male to VGA female converter supports resolution up to 1920x1080 60Hz (1080p Full HD) including 720p, 1600x1200, 1280x1024 for high definition monitors & projectors.|Wide Compatibility: The adapter is compatible with Computer, PC, Desktop, Laptop, Notebook, Chromebook, PS3, Xbox, Set Top Box, TV & other devices with HDMI port. Note: Does not Support Audio.|Incredible Performance: It resists corrosion & abrasion; improves signal transmission; & protects HDMI port of your device to ensure a longer lifespan",https://pixabay.com/get/g6e8f4e76471a3b9cd8aae06c2cdf49b0084225c126ff6225783209c7174bb894b28468c6668e238400f4d9990a588202_640.jpg,https://www.amazon.in/Adapter-Projector-Computer-Laptop-Projectors/dp/B085194JFL/ref=sr_1_149?qid=1672903002&s=computers&sr=1-149,HDMICables,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables Superior Stability: Built-in advanced Certified AG6200 IC chip converts HDMI digital signal to VGA analog signal. It is NOT a bi-directional converter and cannot transmit signals from VGA to HDMI.|Compact Design: Tizum HDMI to VGA adapter is compact & lightweight which makes it easy to carry, travel friendly and also saves space on your desk helping it keep clutter free.|High Definition Image Quality: The HDMI male to VGA female converter supports resolution up to 1920x1080 60Hz (1080p Full HD) including 720p, 1600x1200, 1280x1024 for high definition monitors & projectors.|Wide Compatibility: The adapter is compatible with Computer, PC, Desktop, Laptop, Notebook, Chromebook, PS3, Xbox, Set Top Box, TV & other devices with HDMI port. Note: Does not Support Audio.|Incredible Performance: It resists corrosion & abrasion; improves signal transmission; & protects HDMI port of your device to ensure a longer lifespan","tizum_HDMI_to_VGA_Adapter_Cable_1080P_for_Projector,_Computer,_Laptop,_TV,_Projectors_&_TV.jpg","/content/drive/My Drive/e_shop_images/tizum_HDMI_to_VGA_Adapter_Cable_1080P_for_Projector,_Computer,_Laptop,_TV,_Projectors_&_TV.jpg"
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",13490,22900,41,4,16299,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Dolby Digital Plus|Smart TV Features : Personal Computer | Screen Share | Music System | Content Guide | Connect Share Movie|Display : LED Panel | Mega Contrast | PurColor | HD Picture Quality | Slim & Stylish Design|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: TV Table stand is not included in the box with this model. customer may ask for Table Top Stand or Wall Mount which will be provided to the customer at the time of installation, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://images.unsplash.com/photo-1630328736556-6685fd35a07d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwMzl8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Samsung-Inches-Wondertainment-UA32T4340BKXXL-Glossy/dp/B09F6S8BT6/ref=sr_1_150?qid=1672903002&s=computers&sr=1-150,SmartTelevisions,"Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black) Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect set top box, Blu Ray players, gaming console | 1 USB ports to connect hard drives and other USB devices|Sound : 20 Watts Output | Dolby Digital Plus|Smart TV Features : Personal Computer | Screen Share | Music System | Content Guide | Connect Share Movie|Display : LED Panel | Mega Contrast | PurColor | HD Picture Quality | Slim & Stylish Design|Warranty Information: 1 year comprehensive warranty plus additional 1 years on panel by brand from date of invoice|Installation: TV Table stand is not included in the box with this model. customer may ask for Table Top Stand or Wall Mount which will be provided to the customer at the time of installation, please directly call Samsung support on [1800407267864 / 180057267864] and provide product's model name as well as seller's details mentioned on the invoice|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",Samsung_80_cm_(32_Inches)_Wondertainment_Series_HD_Ready_LED_Smart_TV_UA32T4340BKXXL_(Glossy_Black).jpg,/content/drive/My Drive/e_shop_images/Samsung_80_cm_(32_Inches)_Wondertainment_Series_HD_Ready_LED_Smart_TV_UA32T4340BKXXL_(Glossy_Black).jpg
"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",279,375,26,4,31534,"A comfortable, ambidextrous shape feels good in either hand, so you feel more comfortable as you work-even at the end of the day.|With 800 dpi sensitivity, you'll get precise cursor control so you can edit documents and navigate the Web more efficiently.|Side-to-side scrolling plus zoom lets you instantly zoom in or out and scroll horizontally and vertically. Perfect for working with spreadsheets and presentations.|Zero setup with flexible connectivity means you just plug it into your USB or PS/2 port-it works right out of the box.|This mouse is built by Logitech-the mouse experts. It comes with the quality and design we've built into more than a billion mice, more than any other manufacturer.",https://images.unsplash.com/photo-1599045150592-72582a024791?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwNDB8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Logitech-B100-Optical-Mouse-Black/dp/B003L62T7W/ref=sr_1_151?qid=1672903002&s=computers&sr=1-151,Mice,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice A comfortable, ambidextrous shape feels good in either hand, so you feel more comfortable as you work-even at the end of the day.|With 800 dpi sensitivity, you'll get precise cursor control so you can edit documents and navigate the Web more efficiently.|Side-to-side scrolling plus zoom lets you instantly zoom in or out and scroll horizontally and vertically. Perfect for working with spreadsheets and presentations.|Zero setup with flexible connectivity means you just plug it into your USB or PS/2 port-it works right out of the box.|This mouse is built by Logitech-the mouse experts. It comes with the quality and design we've built into more than a billion mice, more than any other manufacturer.","Logitech_B100_Wired_USB_Mouse,_3_yr_Warranty,_800_DPI_Optical_Tracking,_Ambidextrous_PCMacLaptop_-_B.jpg","/content/drive/My Drive/e_shop_images/Logitech_B100_Wired_USB_Mouse,_3_yr_Warranty,_800_DPI_Optical_Tracking,_Ambidextrous_PCMacLaptop_-_B.jpg"
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics|WearableTechnology|SmartWatches,2499,4999,50,4,7571,"Bluetooth calling: Stay connected to the world, answer calls, store favourite contacts and dial from recent call logs, do it all with your smartwatch. Charging Time : Up to 2 hours|1.69” TFT LCD: Keep an eye on your day with a large and vivid display of our smartwatch.; 60 sports modes: Make fitness your priority and track your progress. Take your pick from a wide variety of sports modes and make your move.|150 cloud-based and customisable watch faces: Experiment with your fit. Choose from a plethora of watch faces and complete your look for the day.|Noise Health Suite: Keep a track of your well-being and health, right from your wrist with Noise Health Suite featuring a variety of health features.|Connectivity Technology: Usb; Included Components: ‎Smartwatch, Magnetic Charger, User Manual, Warranty Card; Compatible Devices: Smartphone",https://images.unsplash.com/photo-1541288560518-7b81ae9077a3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwNDB8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Noise-ColorFit-Bluetooth-Monitoring-SmartWatch/dp/B09P18XVW6/ref=sr_1_152?qid=1672903002&s=computers&sr=1-152,SmartWatches,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black Electronics|WearableTechnology|SmartWatches Bluetooth calling: Stay connected to the world, answer calls, store favourite contacts and dial from recent call logs, do it all with your smartwatch. Charging Time : Up to 2 hours|1.69” TFT LCD: Keep an eye on your day with a large and vivid display of our smartwatch.; 60 sports modes: Make fitness your priority and track your progress. Take your pick from a wide variety of sports modes and make your move.|150 cloud-based and customisable watch faces: Experiment with your fit. Choose from a plethora of watch faces and complete your look for the day.|Noise Health Suite: Keep a track of your well-being and health, right from your wrist with Noise Health Suite featuring a variety of health features.|Connectivity Technology: Usb; Included Components: ‎Smartwatch, Magnetic Charger, User Manual, Warranty Card; Compatible Devices: Smartphone","Noise_Pulse_Buzz_1.69_Bluetooth_Calling_Smart_Watch_with_Call_Function,_150_Watch_Faces,_60_Sports_M.jpg","/content/drive/My Drive/e_shop_images/Noise_Pulse_Buzz_1.69_Bluetooth_Calling_Smart_Watch_with_Call_Function,_150_Watch_Faces,_60_Sports_M.jpg"
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",137,160,14,4,6537,"The cover design of the notebook is subject to change, it depends on stock availability|6 subject notebook-single line, 300 pages, spiral binding, soft cover, 267mm*203mm|Six subjects one notebook only the best from classmate|Classmate uses eco friendly and elemental chlorine free paper|This notebook consists of papers",https://images.unsplash.com/photo-1518480248532-1164034e37ca?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwNDB8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Classmate-Premium-Subject-Notebook-Single/dp/B00LZLPYHW/ref=sr_1_153?qid=1672903002&s=computers&sr=1-153,WireboundNotebooks,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks The cover design of the notebook is subject to change, it depends on stock availability|6 subject notebook-single line, 300 pages, spiral binding, soft cover, 267mm*203mm|Six subjects one notebook only the best from classmate|Classmate uses eco friendly and elemental chlorine free paper|This notebook consists of papers","Classmate_2100117_Soft_Cover_6_Subject_Spiral_Binding_Notebook,_Single_Line,_300_Pages.jpg","/content/drive/My Drive/e_shop_images/Classmate_2100117_Soft_Cover_6_Subject_Spiral_Binding_Notebook,_Single_Line,_300_Pages.jpg"
Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59,199,70,4,9377,"Micro usb cable is 1 meter in length, optimized for easy use for your comfort at home or office, helps you to overcome distance restrictions|Durable pvc outer exterior: Pvc cables are versatile, high in tensile strength, flexible, and good conductors|Charge & sync, this usb cable can charge and data sync simultaneously at 480mbps speed, compatible with all devices with a micro usb port. Core : Tinned copper|Micro usb charging cable for android phones and any other device with micro usb port|Contact us on 1800-102-2700 or write us on support@flixaccessories.com",https://images.unsplash.com/photo-1629679264906-544009632b08?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwNDF8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Flix-Micro-Cable-Smartphone-Black/dp/B09NHVCHS9/ref=sr_1_154?qid=1672903002&s=computers&sr=1-154,USBCables,"Flix Micro Usb Cable For Smartphone (Black) Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables Micro usb cable is 1 meter in length, optimized for easy use for your comfort at home or office, helps you to overcome distance restrictions|Durable pvc outer exterior: Pvc cables are versatile, high in tensile strength, flexible, and good conductors|Charge & sync, this usb cable can charge and data sync simultaneously at 480mbps speed, compatible with all devices with a micro usb port. Core : Tinned copper|Micro usb charging cable for android phones and any other device with micro usb port|Contact us on 1800-102-2700 or write us on support@flixaccessories.com",Flix_Micro_Usb_Cable_For_Smartphone_(Black).jpg,/content/drive/My Drive/e_shop_images/Flix_Micro_Usb_Cable_For_Smartphone_(Black).jpg
"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories|Accessories&Peripherals|HardDiskBags,299,499,40,4,21010,"Made of Thick, Tough, Ballistic Nylon hard shell material that provides extra strength & shock protection. Compatible with all 2.5”/ 6.35 cm Hard Drive Disks.|This Rugged Shell case comes with an elastic band to securely fasten the HDD & Separate mesh pocket for USB cables, flash drives, chargers, Pen Drives etc.|Strong Zippered closure that allows quick and convenient access and usage. Soft felt lining keeps your HDD dust free. Water and shock-resistant design.|Slim line design allows the case to easily fit into any Backpack/ Briefcase/ Messenger Bag|The High-Hardness case with Anti-Press feature keeps the original shape even under high-strength force.",https://images.unsplash.com/photo-1640543600979-0078814565a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwNDF8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/AirCase-External-Drive-2-5-Inch-Black/dp/B00NNQMYNE/ref=sr_1_155?qid=1672903002&s=computers&sr=1-155,HardDiskBags,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black) Computers&Accessories|Accessories&Peripherals|HardDiskBags Made of Thick, Tough, Ballistic Nylon hard shell material that provides extra strength & shock protection. Compatible with all 2.5”/ 6.35 cm Hard Drive Disks.|This Rugged Shell case comes with an elastic band to securely fasten the HDD & Separate mesh pocket for USB cables, flash drives, chargers, Pen Drives etc.|Strong Zippered closure that allows quick and convenient access and usage. Soft felt lining keeps your HDD dust free. Water and shock-resistant design.|Slim line design allows the case to easily fit into any Backpack/ Briefcase/ Messenger Bag|The High-Hardness case with Anti-Press feature keeps the original shape even under high-strength force.","AirCase_Rugged_Hard_Drive_Case_for_2.5-inch_Western_Digital,_Seagate,_Toshiba,_Portable_Storage_Shel.jpg","/content/drive/My Drive/e_shop_images/AirCase_Rugged_Hard_Drive_Case_for_2.5-inch_Western_Digital,_Seagate,_Toshiba,_Portable_Storage_Shel.jpg"
"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",1799,3999,55,4,3517,"Up to 35-hour playtime: The 35-hour playtime will keep you company throughout.|Instacharge: A quick 10-minute charge will keep you going for 120 minutes straight.|Environmental Noise Cancellation (ENC): Take your calls in the busiest of environments with ease and get your voice heard clearly with the quad mic.|Low latency: Stream any content or play your favourite game without any lag, all thanks to the low latency.|Breathing LED lights: The stunning LED lights on the buds and case keep you looking flawlessly stylish.|10mm driver speaker: Groove to the powerful sound via the 10mm speaker driver.|Hyper Sync: Experience instant connection right out of the case.",https://images.unsplash.com/photo-1595418917831-ef942bd9f9ec?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwNDF8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/Noise-Wireless-Instacharge-Bluetooth-Breathing/dp/B0B217Z5VK/ref=sr_1_157?qid=1672903002&s=computers&sr=1-157,In-Ear,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black) Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear Up to 35-hour playtime: The 35-hour playtime will keep you company throughout.|Instacharge: A quick 10-minute charge will keep you going for 120 minutes straight.|Environmental Noise Cancellation (ENC): Take your calls in the busiest of environments with ease and get your voice heard clearly with the quad mic.|Low latency: Stream any content or play your favourite game without any lag, all thanks to the low latency.|Breathing LED lights: The stunning LED lights on the buds and case keep you looking flawlessly stylish.|10mm driver speaker: Groove to the powerful sound via the 10mm speaker driver.|Hyper Sync: Experience instant connection right out of the case.","Noise_Buds_VS402_Truly_Wireless_in_Ear_Earbuds,_35-Hours_of_Playtime,_Instacharge,_Quad_Mic_with_ENC.jpg","/content/drive/My Drive/e_shop_images/Noise_Buds_VS402_Truly_Wireless_in_Ear_Earbuds,_35-Hours_of_Playtime,_Instacharge,_Quad_Mic_with_ENC.jpg"
"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics|HomeAudio|Speakers|BluetoothSpeakers,1999,2999,33,4,63899,"5 Hours of Playtime under optimum audio settings|Wireless Bluetooth Streaming|IPX7 Waterproof design, Battery Type Lithium-ion polymer (3.7V, 730mAh), Charging time (hrs) 2.5|Built-in Noise-cancelling Speakerphone|Audio cable input|What’s in the box: 1 x JBL GO 2, 1 x Micro USB cable for charging, 1 x Safety Sheet, 1 x Quick Start Guide, 1 x Warranty Card",https://images.unsplash.com/photo-1495232714953-ef7f41577786?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MjU1NzR8MHwxfHJhbmRvbXx8fHx8fHx8fDE3NDI0NjEwNDJ8&ixlib=rb-4.0.3&q=80&w=1080,https://www.amazon.in/JBL-Portable-Waterproof-Bluetooth-Speaker/dp/B07B88KQZ8/ref=sr_1_158?qid=1672903002&s=computers&sr=1-158,BluetoothSpeakers,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue) Electronics|HomeAudio|Speakers|BluetoothSpeakers 5 Hours of Playtime under optimum audio settings|Wireless Bluetooth Streaming|IPX7 Waterproof design, Battery Type Lithium-ion polymer (3.7V, 730mAh), Charging time (hrs) 2.5|Built-in Noise-cancelling Speakerphone|Audio cable input|What’s in the box: 1 x JBL GO 2, 1 x Micro USB cable for charging, 1 x Safety Sheet, 1 x Quick Start Guide, 1 x Warranty Card","JBL_Go_2,_Wireless_Portable_Bluetooth_Speaker_with_Mic,_JBL_Signature_Sound,_Vibrant_Color_Options_w.jpg","/content/drive/My Drive/e_shop_images/JBL_Go_2,_Wireless_Portable_Bluetooth_Speaker_with_Mic,_JBL_Signature_Sound,_Vibrant_Color_Options_w.jpg"
Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",199,699,72,4,12153,"Latest Standard HDMI A Male to A Male Cable: Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC)|Connects Blu-ray players, Fire TV, Apple TV, PS4, PS3, Xbox One, Xbox 360, Computers, DVD Players, Set Top Box, Dish TV Box, and other HDMI-enabLED devices to TVs, displays, A/V receivers and more.Suitable For Mp3, Gaming Device, Mobile, Tablet, Laptop|Cable allows you to share an Internet connection among multiple devices without the need for a separate Ethernet cable|Meets HDMI 1.4 Standards (4K Video at 24 Hz, 2160p, 48 bit/px color depth) that supports bandwidth up to 10.2Gbps and backwards compatible with earlier versions|✔ Gold Plate HDMI Cable of Length: 5 Feet/ 1.8 Meters",https://www.pexels.com/photo/set-of-modern-port-adapters-on-black-surface-4219861/,https://www.amazon.in/TIZUM-Slim-1-5m-HDMI-Cable/dp/B01M4GGIVU/ref=sr_1_159?qid=1672903002&s=computers&sr=1-159,HDMICables,"Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet) Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables Latest Standard HDMI A Male to A Male Cable: Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC)|Connects Blu-ray players, Fire TV, Apple TV, PS4, PS3, Xbox One, Xbox 360, Computers, DVD Players, Set Top Box, Dish TV Box, and other HDMI-enabLED devices to TVs, displays, A/V receivers and more.Suitable For Mp3, Gaming Device, Mobile, Tablet, Laptop|Cable allows you to share an Internet connection among multiple devices without the need for a separate Ethernet cable|Meets HDMI 1.4 Standards (4K Video at 24 Hz, 2160p, 48 bit/px color depth) that supports bandwidth up to 10.2Gbps and backwards compatible with earlier versions|✔ Gold Plate HDMI Cable of Length: 5 Feet/ 1.8 Meters",Tizum_High_Speed_HDMI_Cable_with_Ethernet__Supports_3D_4K__for_All_HDMI_Devices_Laptop_Computer_Gami.jpg,/content/drive/My Drive/e_shop_images/Tizum_High_Speed_HDMI_Cable_with_Ethernet__Supports_3D_4K__for_All_HDMI_Devices_Laptop_Computer_Gami.jpg
